SchoolID,StudentID,STRATUM,StudentBIrthMonth,StudentBirthYear,Gender,OwnRoom,ComputerLaptopPhoneForSchool,EducationalApps,OwnPhonewithInternet,InternetAccess,CarsVansOrTrucks,MopedOrMotorcycles,RoomsWBathShower,RoomsWFlushToilet,MusicalInstruments,ArtWorks,VideoGame,SmartTV,Screens,TVs,PCs,LaptopNotebook,Tablets,EbookReader,PhoneWInternet
60800086,60803647,PHL - stratum 01: REGION 1,April,2006,Female,No,No,No,Yes,No,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Two,None,None,None,None,None,None
60800084,60803648,PHL - stratum 03: REGION 3,August,2006,Female,No,Yes,Yes,Yes,Yes,None,One,Three or more,Three or more,Three or more,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,More than 10,03-May,1 or 2,1 or 2,1 or 2,None,More than 5
60800049,60803649,PHL - stratum 03: REGION 3,March,2006,Male,No,No,Yes,Yes,No Response,One,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,Two,1 or 2,None,None,None,None,1 or 2
60800170,60803650,PHL - stratum 14: NCR,December,2006,Male,Yes,Yes,Yes,No,Yes,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800081,60803651,PHL - stratum 05: REGION 4B,December,2006,Female,Yes,Yes,Yes,No,Yes,None,One,None,None,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-Three or more,Two,1 or 2,None,None,None,1 or 2,More than 5
60800179,60803652,PHL - stratum 16: CARAGA,February,2006,Male,No,Yes,Yes,Yes,No,None,One,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,1 or 2,1 or 2,None,1 or 2
60800164,60803653,PHL - stratum 14: NCR,December,2006,Female,No,No,No,No Response,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,6 to 10,03-May,None,03-May,1 or 2,None,More than 5
60800109,60803654,PHL - stratum 09: REGION 8,December,2006,Male,No,Yes,Yes,Yes,Yes,Two,One,None,None,Two,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-One,Four,1 or 2,None,1 or 2,None,None,03-May
60800027,60803656,PHL - stratum 07: REGION 6,August,2006,Female,Yes,Yes,No,Yes,Yes,None,None,One,One,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,1 or 2,None,None,None,None,1 or 2
60800181,60803657,PHL - stratum 06: REGION 5,December,2006,Male,Yes,Yes,Yes,Yes,Yes,None,Two,One,One,One,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,Four,1 or 2,1 or 2,1 or 2,None,1 or 2,03-May
60800114,60803658,PHL - stratum 03: REGION 3,February,2006,Male,Yes,Yes,Yes,Yes,Yes,Two,Two,Two,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,More than 10,None,None,None,1 or 2,None,1 or 2
60800058,60803659,PHL - stratum 03: REGION 3,August,2006,Male,No,No,No,Yes,Yes,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-None,Five,None,None,More than 5,None,03-May,More than 5
60800110,60803660,PHL - stratum 05: REGION 4B,March,2006,Male,No,Yes,Yes,Yes,Yes,None,One,One,One,One,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,6 to 10,1 or 2,1 or 2,None,1 or 2,None,1 or 2
60800016,60803661,PHL - stratum 07: REGION 6,July,2006,Female,Yes,Yes,Yes,No,No,None,None,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,None,None,None,None,None,1 or 2
60800001,60803662,PHL - stratum 11: REGION 10,April,2006,Male,Yes,No,No,Yes,No,One,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800040,60803663,PHL - stratum 07: REGION 6,December,2006,Male,Yes,No,No,Yes,Yes,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,No Response,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800028,60803664,PHL - stratum 08: REGION 7,September,2006,Male,Yes,No,Yes,Yes,Yes,One,Two,One,One,Two,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,1 or 2,None,None,03-May
60800130,60803665,PHL - stratum 06: REGION 5,September,2006,Female,Yes,No,No,No,No,None,Two,One,Three or more,One,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-Three or more,Three,No Response,No Response,No Response,03-May,No Response,No Response
60800013,60803666,PHL - stratum 11: REGION 10,September,2006,Female,No,Yes,Yes,Yes,Yes,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,1 or 2,None,None,None
60800095,60803668,PHL - stratum 04: REGION 4A,June,2006,Female,Yes,Yes,Yes,Yes,Yes,None,One,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,None,None,None,03-May
60800116,60803669,PHL - stratum 11: REGION 10,June,2006,Male,Yes,No,No,Yes,Yes,None,One,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Three,1 or 2,None,None,None,None,03-May
60800079,60803670,PHL - stratum 04: REGION 4A,May,2006,Female,No,Yes,Yes,Yes,Yes,None,None,One,One,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,More than 5,1 or 2,None,None,1 or 2
60800153,60803671,PHL - stratum 03: REGION 3,December,2006,Male,No,Yes,Yes,Yes,No,None,Two,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-Two,Two,More than 5,None,1 or 2,1 or 2,None,03-May
60800007,60803672,PHL - stratum 13: REGION 12,September,2006,Male,Yes,Yes,No,Yes,No,One,Two,Three or more,None,None,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-Two",Philippines :Smart TV-Three or more,Four,03-May,None,1 or 2,I don't know.,03-May,More than 5
60800101,60803673,PHL - stratum 06: REGION 5,December,2006,Male,No,No,Yes,Yes,Yes,Two,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,I don't know.,None,None,03-May
60800004,60803674,PHL - stratum 16: CARAGA,October,2006,Male,Yes,No,No,Yes,Yes,None,One,One,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-None,Four,1 or 2,None,1 or 2,None,1 or 2,1 or 2
60800086,60803676,PHL - stratum 01: REGION 1,August,2006,Male,No,No,No,Yes,Yes,None,None,Three or more,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-One,One,1 or 2,None,1 or 2,None,None,1 or 2
60800024,60803677,PHL - stratum 01: REGION 1,December,2006,Male,Yes,Yes,Yes,No,No,None,One,None,None,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,1 or 2,None,None,1 or 2
60800188,60803678,PHL - stratum 14: NCR,March,2006,Female,Yes,Yes,Yes,Yes,Yes,One,None,One,One,One,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-Two,6 to 10,1 or 2,1 or 2,1 or 2,1 or 2,None,More than 5
60800136,60803679,PHL - stratum 02: REGION 2,September,2006,Female,Yes,Yes,Yes,Yes,Yes,One,Two,One,One,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,More than 10,1 or 2,1 or 2,1 or 2,None,None,More than 5
60800027,60803680,PHL - stratum 07: REGION 6,November,2006,Male,No,No,No,No,No,One,One,None,No Response,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-None,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800101,60803681,PHL - stratum 06: REGION 5,December,2006,Female,No,No,No,Yes,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,6 to 10,None,None,I don't know.,None,None,I don't know.
60800136,60803682,PHL - stratum 02: REGION 2,January,2006,Male,Yes,Yes,Yes,Yes,Yes,One,Two,One,One,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,1 or 2,1 or 2,1 or 2,None,None,03-May
60800090,60803683,PHL - stratum 03: REGION 3,October,2006,Female,No,No,No,Yes,Yes,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Four,1 or 2,None,None,None,None,03-May
60800078,60803684,PHL - stratum 04: REGION 4A,May,2006,Male,No,Yes,Yes,Yes,Yes,One,One,One,One,One,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,More than 10,03-May,1 or 2,1 or 2,1 or 2,None,More than 5
60800073,60803685,PHL - stratum 14: NCR,March,2006,Male,No,Yes,Yes,Yes,Yes,None,None,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,1 or 2,None,1 or 2,1 or 2,None,03-May
60800172,60803686,PHL - stratum 07: REGION 6,March,2006,Male,No,No,No,No,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,None,None,None,None,None,None
60800053,60803687,PHL - stratum 04: REGION 4A,June,2006,Female,Yes,Yes,Yes,Yes,Yes,One,One,One,One,Two,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-One,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800003,60803689,PHL - stratum 04: REGION 4A,September,2006,Female,No,No,No,Yes,No,None,None,One,None,One,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Four,1 or 2,None,None,None,None,1 or 2
60800181,60803690,PHL - stratum 06: REGION 5,May,2006,Male,Yes,Yes,Yes,Yes,Yes,One,One,Two,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,One,1 or 2,1 or 2,No Response,None,None,1 or 2
60800078,60803691,PHL - stratum 04: REGION 4A,February,2006,Female,Yes,Yes,Yes,Yes,Yes,None,One,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,6 to 10,1 or 2,None,1 or 2,1 or 2,None,03-May
60800005,60803692,PHL - stratum 08: REGION 7,November,2006,Female,Yes,Yes,Yes,Yes,Yes,One,None,Two,Two,Three or more,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-One,More than 10,1 or 2,03-May,1 or 2,None,None,More than 5
60800103,60803693,PHL - stratum 12: REGION 11,December,2006,Male,Yes,Yes,Yes,Yes,Yes,Two,One,Three or more,None,Three or more,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,1 or 2,1 or 2,None,1 or 2,No Response,1 or 2
60800177,60803694,PHL - stratum 03: REGION 3,October,2006,Female,Yes,Yes,Yes,Yes,Yes,None,None,None,None,One,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,1 or 2,None,None,1 or 2,None,More than 5
60800124,60803695,PHL - stratum 13: REGION 12,September,2006,Male,Yes,Yes,Yes,No,No,None,None,None,None,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,None,None,1 or 2,None,None,None
60800099,60803696,PHL - stratum 03: REGION 3,March,2006,Female,Yes,Yes,Yes,Yes,Yes,One,One,Three or more,Three or more,One,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,6 to 10,1 or 2,1 or 2,More than 5,1 or 2,None,03-May
60800061,60803697,PHL - stratum 01: REGION 1,June,2006,Female,No,No,No,No,No,No Response,No Response,No Response,No Response,No Response,No Response,Missing,Missing,No Response,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800034,60803698,PHL - stratum 07: REGION 6,February,2006,Male,Yes,No,No,Yes,No,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,None,None,None,None,None,1 or 2
60800081,60803699,PHL - stratum 05: REGION 4B,November,2006,Female,Yes,No,Yes,Yes,Yes,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,None,None,None,None,1 or 2
60800022,60803700,PHL - stratum 04: REGION 4A,December,2006,Male,No,No,No,No,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,None,None,None,None,1 or 2
60800161,60803701,PHL - stratum 09: REGION 8,September,2006,Male,Yes,Yes,Yes,No,Yes,None,One,One,Two,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800068,60803702,PHL - stratum 04: REGION 4A,December,2006,Female,No,Yes,No,Yes,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,1 or 2,None,None,03-May
60800158,60803703,PHL - stratum 10: REGION 9,August,2006,Female,No,No,No,Yes,No,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,None,None,None,None,None,1 or 2
60800141,60803704,PHL - stratum 05: REGION 4B,November,2006,Female,Yes,No,No,Yes,Yes,None,Two,Two,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,None,1 or 2,None,03-May
60800052,60803705,PHL - stratum 12: REGION 11,July,2006,Female,No,No,Yes,Yes,Yes,None,One,None,None,One,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,1 or 2,None,None,1 or 2,None,03-May
60800076,60803706,PHL - stratum 08: REGION 7,August,2006,Female,Yes,No,No,Yes,Yes,None,One,One,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,None,None,1 or 2,None,None,None
60800089,60803707,PHL - stratum 01: REGION 1,May,2006,Male,No,Yes,Yes,Yes,Yes,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,None,None,1 or 2,None,None,1 or 2
60800040,60803708,PHL - stratum 07: REGION 6,August,2006,Male,Yes,Yes,Yes,Yes,Yes,Three or more,Two,One,One,Three or more,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-None,Three,1 or 2,None,03-May,More than 5,More than 5,More than 5
60800137,60803709,PHL - stratum 03: REGION 3,February,2006,Male,Yes,No,Yes,Yes,Yes,None,One,Three or more,Two,One,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-Three or more,6 to 10,03-May,None,None,1 or 2,None,More than 5
60800122,60803710,PHL - stratum 02: REGION 2,September,2006,Female,No,No,No,Yes,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,None,None,None,03-May,1 or 2
60800109,60803711,PHL - stratum 09: REGION 8,February,2006,Male,No,No,No,No,No,None,None,None,One,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Two,1 or 2,None,None,None,None,None
60800041,60803712,PHL - stratum 14: NCR,December,2006,Female,Yes,Yes,Yes,Yes,Yes,Two,One,Three or more,Three or more,One,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-Two,6 to 10,03-May,None,03-May,1 or 2,None,More than 5
60800021,60803713,PHL - stratum 09: REGION 8,December,2006,Male,Yes,No Response,Yes,No,No Response,Two,One,Two,Two,Two,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,Two,1 or 2,I don't know.,03-May,None,No Response,No Response
60800030,60803714,PHL - stratum 08: REGION 7,June,2006,Male,Yes,No,Yes,Yes,Yes,One,Two,Three or more,No Response,Three or more,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-Two,Two,1 or 2,None,1 or 2,1 or 2,1 or 2,1 or 2
60800052,60803715,PHL - stratum 12: REGION 11,January,2006,Male,No,No,No,No,No,Two,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,More than 10,None,None,None,None,None,None
60800012,60803716,PHL - stratum 14: NCR,October,2006,Male,No,No,Yes,No,Yes,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800184,60803717,PHL - stratum 14: NCR,May,2006,Male,No,Yes,Yes,Yes,Yes,None,None,Three or more,None,Two,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,More than 10,1 or 2,1 or 2,1 or 2,1 or 2,None,03-May
60800059,60803718,PHL - stratum 13: REGION 12,January,2006,Male,No,No,No,Yes,Yes,One,Two,None,None,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,1 or 2,1 or 2,None,None,1 or 2
60800145,60803719,PHL - stratum 13: REGION 12,March,2006,Male,Yes,Yes,Yes,Yes,Yes,None,One,One,Three or more,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-Two",Philippines :Smart TV-One,One,1 or 2,None,None,1 or 2,None,1 or 2
60800052,60803720,PHL - stratum 12: REGION 11,October,2006,Male,Yes,No Response,Yes,Yes,No Response,None,None,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Four,1 or 2,None,1 or 2,1 or 2,1 or 2,None
60800092,60803721,PHL - stratum 04: REGION 4A,December,2006,Male,No Response,Yes,No,Yes,Yes,One,None,One,None,One,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,One,None,1 or 2,1 or 2,None,None,1 or 2
60800085,60803722,PHL - stratum 13: REGION 12,June,2006,Female,Yes,No,No,Yes,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800137,60803723,PHL - stratum 03: REGION 3,November,2006,Male,Yes,No,Yes,Yes,No,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,None,None,None,None,None,03-May
60800035,60803724,PHL - stratum 09: REGION 8,February,2006,Male,Yes,No,No,Yes,Yes,Two,One,None,Two,Two,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-Three or more,Five,More than 5,None,I don't know.,I don't know.,I don't know.,More than 5
60800007,60803725,PHL - stratum 13: REGION 12,October,2006,Male,No,No,No,No,No,None,One,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,Two,I don't know.,I don't know.,I don't know.,I don't know.,I don't know.,I don't know.
60800150,60803726,PHL - stratum 05: REGION 4B,June,2006,Female,No,No,No,Yes,Yes,None,Two,One,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,No Response,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800179,60803727,PHL - stratum 16: CARAGA,April,2006,Male,No,Yes,No,Yes,Yes,None,None,None,None,One,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,1 or 2,1 or 2,None,None,None,03-May
60800062,60803728,PHL - stratum 04: REGION 4A,January,2006,Female,No,No,Yes,No,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,None,None,1 or 2,None,None,1 or 2
60800104,60803729,PHL - stratum 10: REGION 9,October,2006,Female,Yes,No,Yes,Yes,Yes,None,Two,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,None,None,None,1 or 2
60800037,60803730,PHL - stratum 10: REGION 9,January,2006,Female,No,No,No,No,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800106,60803731,PHL - stratum 06: REGION 5,February,2006,Female,Yes,No,No,Yes,Yes,None,One,Two,One,None,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-Two",Philippines :Smart TV-One,One,1 or 2,None,More than 5,None,None,03-May
60800175,60803732,PHL - stratum 14: NCR,June,2006,Male,No,Yes,Yes,Yes,Yes,None,One,One,One,One,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,More than 10,1 or 2,1 or 2,1 or 2,03-May,None,03-May
60800022,60803733,PHL - stratum 04: REGION 4A,December,2006,Female,Yes,No,Yes,Yes,No,None,None,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,None,None,None,1 or 2
60800183,60803734,PHL - stratum 12: REGION 11,March,2006,Male,No,Yes,Yes,No,Yes,None,None,None,One,None,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,03-May,1 or 2,1 or 2,None,None,03-May
60800148,60803735,PHL - stratum 08: REGION 7,May,2006,Female,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Missing,Missing,One,None,No Response,No Response,No Response,No Response,No Response
60800164,60803736,PHL - stratum 14: NCR,October,2006,Female,Yes,Yes,Yes,Yes,Yes,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,More than 10,1 or 2,1 or 2,1 or 2,1 or 2,None,More than 5
60800020,60803738,PHL - stratum 12: REGION 11,October,2006,Male,No,No,No,Yes,No,None,One,One,None,One,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Five,None,None,1 or 2,None,None,03-May
60800037,60803739,PHL - stratum 10: REGION 9,September,2006,Female,Yes,Yes,Yes,No,Yes,One,One,None,None,One,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,One,1 or 2,1 or 2,1 or 2,None,None,None
60800032,60803740,PHL - stratum 03: REGION 3,April,2006,Female,No,No,Yes,Yes,Yes,None,One,None,One,None,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,1 or 2,None,1 or 2,None
60800166,60803741,PHL - stratum 04: REGION 4A,November,2006,Female,No Response,No Response,No Response,No Response,Yes,No Response,No Response,No Response,No Response,None,No Response,Missing,Missing,Two,No Response,No Response,No Response,No Response,No Response,1 or 2
60800051,60803742,PHL - stratum 09: REGION 8,May,2006,Female,Yes,No,Yes,No,Yes,None,None,None,None,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-None,One,None,None,1 or 2,None,None,1 or 2
60800041,60803743,PHL - stratum 14: NCR,September,2006,Male,Yes,Yes,Yes,Yes,Yes,One,None,Two,Three or more,One,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,6 to 10,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,03-May
60800045,60803744,PHL - stratum 03: REGION 3,January,2006,Male,No,No,No,Yes,Yes,None,One,One,One,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,1 or 2,None,None,03-May
60800037,60803745,PHL - stratum 10: REGION 9,October,2006,Male,Yes,No,No,Yes,Yes,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Four,1 or 2,None,1 or 2,None,None,1 or 2
60800176,60803746,PHL - stratum 09: REGION 8,May,2006,Male,No,Yes,No,Yes,No,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Two,1 or 2,None,None,None,None,1 or 2
60800147,60803747,PHL - stratum 01: REGION 1,May,2006,Female,No Response,No Response,No Response,Yes,No Response,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,Three,1 or 2,None,None,None,None,03-May
60800099,60803748,PHL - stratum 03: REGION 3,April,2006,Female,Yes,No,No,No,No,One,One,Three or more,Three or more,Three or more,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-Two,More than 10,1 or 2,1 or 2,1 or 2,03-May,None,More than 5
60800124,60803749,PHL - stratum 13: REGION 12,October,2006,Male,Yes,Yes,No,Yes,No,None,None,Two,One,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800038,60803750,PHL - stratum 14: NCR,May,2006,Male,No,Yes,No,Yes,Yes,One,One,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,Four,03-May,1 or 2,1 or 2,1 or 2,None,1 or 2
60800021,60803751,PHL - stratum 09: REGION 8,December,2006,Male,No,Yes,Yes,Yes,No,None,None,None,One,None,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,One,1 or 2,None,1 or 2,None,1 or 2,1 or 2
60800067,60803752,PHL - stratum 08: REGION 7,September,2006,Female,No,No,No,No,No,None,None,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,None,More than 5,None,None,1 or 2
60800001,60803753,PHL - stratum 11: REGION 10,December,2006,Female,No,No,No,No,No,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,None,None,None,03-May
60800159,60803754,PHL - stratum 09: REGION 8,July,2006,Female,Yes,Yes,Yes,Yes,Yes,One,One,Three or more,Three or more,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,Five,1 or 2,1 or 2,1 or 2,1 or 2,None,1 or 2
